pid,articleid,title,publication_date,joid,prid
879899,328843,Where do formal methods fit in software evaluation? (abstract and figure only),1991-04-01,,879973
55593,1151499,An ontology of trust,2006-08-13,,55746
983867,963771,Introduction to recommender systems,2004-01-01,966633,
396055,262985,Snap rounding line segments efficiently in two and three dimensions,1997-08-01,,396174
220,1753392,BuzzWear,2010-04-10,,1544
604233,982854,"Minimizing the stabbing number of matchings, trees, and triangulations",2004-01-11,,604369
797720,1180705,Buzz,2006-10-23,,798183
638297,1168888,A defect tolerant self-organizing nanoscale SIMD architecture,2006-10-20,,638343
941588,1065005,The entropia virtual machine for desktop grids,2005-06-11,,941594
380265,264158,The interaction of software prefetching with ILP processors in shared-memory systems,1997-05-01,,380303
615202,237408,Simple traversal of a subdivision without extra storage,1996-05-01,,615241
1030151,130824,SPLASH,1992-03-01,963401,
1120236,281281,VisAD,1998-08-01,962137,
512840,1198717,RFIG lamps,2005-07-31,,513018
140221,1062852,Efficient structural joins with on-the-fly indexing,2005-05-10,,140531
4615,1995561,Influence diagrams in analysis of discrete event simulation data,2009-12-13,,5618
6476,1690497,FeelSound,2009-10-29,,6543
1010072,151283,Second-order surface analysis using hybrid symbolic and numeric operators,1993-04-01,961832,
94118,240625,State reduction using reversible rules,1996-06-01,,94249
36859,336206,Linear-time triangulation of a simple polygon made easier via randomization,2000-05-01,,36914
5716,1366823,Query-driven indexing for scalable peer-to-peer text retrieval,2007-06-06,,6031
6659,2007064,Efficient fault tolerant consensus using preemptive token,2011-07-21,,6786
587082,338610,Improved classification via connectivity information,2000-02-01,,587159
1939,1409311,Designing for the evolution of mobile contacts application,2008-09-02,,2092
291253,1007673,Enabling sovereign information sharing using Web Services,2004-06-13,,291369
83002,335476,Of XML and databases (panel session),2000-05-16,,83116
347186,243892,Heuristics for register-constrained software pipelining,1996-12-02,,347204
609335,155358,Data locality and load balancing in COOL,1993-07-01,,609336
1671,1409246,Designing mobile awareness cues,2008-09-02,,2092
170947,938997,Efficient location area planning for personal communication systems,2003-09-14,,171007
5712,1366821,A decentralized quickest response algorithm for grid service discovery,2007-06-06,,6031
5489,1995852,Communicating with management about the benefits of business process simulation,2009-12-13,,5618
6161,1690419,Power explorer,2009-10-29,,6543
183377,353905,ZSWEEP,2000-10-09,,183390
413569,288280,Simplifying surfaces with color and texture using quadric error metrics,1998-10-18,,413693
904595,1040900,Interaction techniques using prosodic features of speech and audio localization,2005-01-10,,904629
2447,982465,A novel technique for indexing video surveillance data,2003-11-02,,2462
6107,1690406,Challenges for success in stereo gaming,2009-10-29,,6543
1838,1409284,Evaluating the appropriateness of speech input in marine applications,2008-09-02,,2092
514616,318884,Instruction fetch unit for parallel execution of branch instructions,1989-06-01,,514635
3500,2399154,MoCCha,2012-10-14,,3528
718124,1066805,Editorial message,2005-03-13,,718666
396303,285996,Weak ordering&#8212;a new definition,1998-08-01,,396354
94818,266653,Parallel hierarchical computation of specular radiosity,1997-10-20,,94835
1893,1409298,Sharing places,2008-09-02,,2092
190609,1119931,A novel approach for digital waveform compression,2003-01-21,,190756
553561,1247106,Manifold reconstruction in arbitrary dimensions using witness complexes,2007-06-06,,553611
217326,1070466,On levels in arrangements of surfaces in three dimensions,2005-01-23,,217543
769562,859655,Improving branch prediction by dynamic dataflow-based identification of correlated branches from a large global history,2003-05-01,,769582
747561,165165,Evaluation of mechanisms for fine-grained parallel programs in the J-machine and the CM-5,1993-05-01,,747574
399607,74344,Real-time rendering of trimmed surfaces,1989-07-01,,399698
2733,379259,Dead-block prediction &amp; dead-block correlating prefetchers,2001-05-01,,2786
615182,237393,A polynomial-time algorithm for computing a shortest path of bounded curvature amidst moderate obstacles (extended abstract),1996-05-01,,615241
829788,304974,"On minimum stars, minimum Steiner stars, and maximum matchings",1999-06-13,,829849
2659,949601,Case study in scientific visualization,1990-10-23,,2677
249261,301821,Round-like behavior in multiple disks on a bus,1999-05-01,,249288
510483,1062744,Minimum energy reliable paths using unreliable wireless links,2005-05-25,,510486
121318,280849,"Movement control methods for complex, dynamically simulated agents",1998-05-01,,121428
942,1753574,Minput,2010-04-10,,1544
4857,1995645,Towards ontology-driven interoperability for simulation-based applications,2009-12-13,,5618
4100,2648761,Litho-aware and low power design of a secure current-based physically unclonable function,2013-09-04,,4123
1093,1753616,Motivations to participate in online communities,2010-04-10,,1544
4139,1454013,Tied boltzmann machines for cold start recommendations,2008-10-23,,4312
104011,1014077,Towards parameter-free data mining,2004-08-22,,104305
1096252,256301,"Optimizing two-phase, level-clocked circuitry",1997-01-15,962389,
2518,949551,Moving iconic objects in scientific visualization,1990-10-23,,2677
554353,237854,Noise-tolerant distribution-free learning of general geometric concepts,1996-07-01,,554444
805,1753541,America is like Metamucil,2010-04-10,,1544
91387,225293,Work efficient parallel solution of Toeplitz systems and polynomial GCD,1995-05-29,,91388
1020206,510752,Generating realistic routing tables in a test-lab,2002-01-01,963665,
756448,545290,Synthesizing sounds from rigid-body simulations,2002-07-21,,756449
16322,315095,Computing nearest neighbors for moving points and applications to clustering,1999-01-01,,16396
512528,1198564,Image fusion for context enhancement and video surrealism,2005-07-31,,513018
6603,1833285,Towards subspace clustering on dynamic data,2010-07-25,,6619
633855,1178812,A multimodal approach for dynamic event capture of vehicles and pedestrians,2006-10-27,,633863
52589,227817,"Large, multimedia programming&#8212;concepts and challenges",1996-05-01,,52640
865552,586097,"How to write system-specific, static checkers in metal",2002-11-18,,865553
753538,1026804,Calibration of a reconfigurable array of omnidirectional cameras using a moving person,2004-10-15,,753586
769535,859629,SMARTS,2003-05-01,,769582
545933,223722,Introduction to object-oriented design,1995-05-07,,546030
554393,237987,Algorithms for manifolds and simplicial complexes in Euclidean 3-space (preliminary version),1996-07-01,,554444
268618,98551,Slimming down by adding; selecting heavily covered points,1990-05-01,,268691
820555,940115,ARCHER,2003-09-01,,820584
4984,1995685,A comparison of mip-based decomposition techniques and VNS approaches for batch scheduling problems,2009-12-13,,5618
223261,182608,Tutorial: languages for collection types,1994-05-24,,223290
960863,379671,Dynamic points-to sets,2001-06-01,,960870
3650,2721990,On the description of software security patterns,2014-07-09,,3656
686675,314662,An efficient parallel algorithm for the general planar monotone circuit value problem4,1994-01-23,,686692
36890,336219,Kinetic collision detection for simple polygons,2000-05-01,,36914
368208,277683,Layout of the batcher bitonic sorter (extended abstract),1998-06-01,,368241
682508,1150439,Unsupervised learning on k-partite graphs,2006-08-20,,682784
1012369,1146830,A teddy-bear-based robotic user interface,2006-07-01,971661,
1118565,379387,Delay analysis for CBR traffic under static-priority scheduling,2001-04-01,967203,
268485,508541,Hardware accelerated real time charcoal rendering,2002-06-03,,268502
144577,1179930,Simultaneous coupling of fluids and deformable bodies,2006-07-30,,144985
326146,301431,Outward rotations,1999-05-01,,326166
63039,1007929,Lower bounds for graph embeddings and combinatorial preconditioners,2004-06-27,,63126
4227,1454041,Flexible recommendations over rich data,2008-10-23,,4312
5072,1995718,Simulating the effect of physician triage in the emergency department of Akershus University Hospital,2009-12-13,,5618
4631,1995568,DEVS-based design of spatial simulations of biological systems,2009-12-13,,5618
7128,1985395,Tweetflows,2011-05-23,,7160
1809,1409280,Capricorn - an intelligent user interface for mobile widgets,2008-09-02,,2092
720512,319423,Cracking the cracking problem with Coons patches,1999-10-24,,720618
2782,379273,Rapid profiling via stratified sampling,2001-05-01,,2786
866049,109660,Nonoverlap of the star unfolding,1991-06-01,,866100
1725,1409259,Mobile multimedia,2008-09-02,,2092
103490,276341,Catching the boat with Strudel,1998-06-01,,103657
922474,1015492,Diagnosing network-wide traffic anomalies,2004-08-30,,922505
1070247,563696,Vis files,2001-05-01,962137,
674997,207119,Selective specialization for object-oriented languages,1995-06-01,,675027
1598,1559781,Detecting inconsistencies in the design of virtual environments over the web using domain specific rules,2009-06-16,,1647
2154,2660537,Expanded citations and projections of concepts,2014-09-04,,2199
3905,2648719,A pipeline architecture with 1-cycle timing error correction for low voltage operations,2013-09-04,,4123
582563,1280881,Tiny dancing robots,2007-08-05,,582701
2286,1186178,Reactive,2004-08-08,,2322
351974,1028792,On the responsiveness of DNS-based network control,2004-10-25,,352064
877560,141537,A calculus for overloaded functions with subtyping,1992-01-01,,877597
1064969,604454,Visualizing multi-dimensional data,2000-02-01,962137,
1117937,309781,A comparison of software code reordering and victim buffers,1999-03-01,963401,
54659,500179,DEMAIS,2001-10-01,,54968
687,1753508,"Self-monitoring, self-awareness, and self-determination in cardiac rehabilitation",2010-04-10,,1544
654644,225958,Efficient strategies for software-only protocols in shared-memory multiprocessors,1995-05-01,,654715
611891,544877,Supporting software agents on small devices,2002-07-15,,612096
1407,1753701,InPhase,2010-04-10,,1544
432751,291040,Overlapping execution with transfer using non-strict execution for mobile programs,1998-10-01,,432779
274751,778726,Community design of community simulations,2002-06-25,,274897
6034,1690390,<i>RoCoS</i>,2009-10-29,,6543
5100,1995725,Simulation model to investigate flexible workload management for healthcare and servicescape environment,2009-12-13,,5618
170994,939016,Power optimization in fault-tolerant topology control algorithms for wireless multi-hop networks,2003-09-14,,171007
317118,233044,On optimal piggyback merging policies for video-on-demand systems,1996-05-15,,317155
1063289,332953,Measuring Web performance in the wide area,1999-09-01,964855,
2481,949537,A procedural interface for volume rendering,1990-10-23,,2677
4555,1995538,Statistical analysis and comparison of simulation models of highly dependable systems,2009-12-13,,5618
4600,1995555,N-Skart,2009-12-13,,5618
4408,1995466,Representing and generating uncertainty effectively,2009-12-13,,5618
781613,986862,SECTOR,2003-10-31,,781642
232939,255268,Measuring limits of parallelism and characterizing its vulnerability to resource constraints,1993-12-01,,232981
1082,1753613,Social network activity and social well-being,2010-04-10,,1544
