prid,proceedingid,title,subtitle,proc_desc,con_city,con_state,con_country,con_start_date,con_end_date,publication_date,puid
758069,2103656,Principles of programming languages,,Proceedings of the 39th annual ACM SIGPLAN-SIGACT symposium,Philadelphia,PA,USA,2012-01-25,2012-01-27,2012-01-25,1545
758172,1640377,"Child, Computer and Interaction",,Proceedings of the 2nd Workshop,Cambridge,Massachusetts,,2009-11-05,2009-11-05,2009-11-05,1545
758230,512360,Computer personnel research,,Proceedings of the 2002 ACM SIGCPR conference,Kristiansand,,Norway,2002-05-14,2002-05-16,2002-05-14,1545
758341,882483,Integrated circuits and systems design,,Proceedings of the 14th symposium,,,,2001-09-10,2001-09-15,2001-09-10,3039
759655,2647868,Multimedia,,Proceedings of the ACM International Conference,Orlando,Florida,USA,2014-11-03,2014-11-07,2014-11-03,1545
759657,800137,APL: part 2,,Proceedings of the international conference,New York,New York,USA,1979-05-30,1979-06-01,1979-05-30,1545
759742,1142351,Principles of database systems,,Proceedings of the twenty-fifth ACM SIGMOD-SIGACT-SIGART symposium,Chicago,IL,USA,2006-06-26,2006-06-28,2006-06-26,1545
759771,2600694,ASIA public-key cryptography,,Proceedings of the 2nd ACM workshop,Kyoto,,Japan,2014-06-03,2014-06-03,2014-06-03,1545
759824,248156,"Applications, technologies, architectures, and protocols for computer communications",,Conference proceedings,Palo Alto,California,USA,1996-08-28,1996-08-30,1996-08-28,1545
760016,1346281,Architectural support for programming languages and operating systems,,Proceedings of the 13th international conference,Seattle,WA,USA,2008-03-01,2008-03-05,2008-03-01,1545
760074,800236,Programming systems in the small processor environment,,Proceedings of the ACM SIGMINI/SIGPLAN interface meeting,New Orleans,Louisiana,USA,1976-03-04,1976-03-06,1976-03-04,1545
760135,1850795,Visualization for Cyber Security,,Proceedings of the Seventh International Symposium,Ottawa,Ontario,Canada,2010-09-14,2010-09-14,2010-09-14,1545
760171,1411260,Functional and declarative programming in education,,Proceedings of the 2008 international workshop,Victoria,BC,Canada,2008-09-21,2008-09-21,2008-09-21,1545
761063,1218112,Winter simulation,,Proceedings of the 38th conference,Monterey,California,,2006-12-03,2006-12-06,2006-12-03,5619
761101,2661704,Emerging Multimedia Applications and Services for Smart Cities,,Proceedings of the 1st International Workshop,Orlando,Florida,USA,2014-11-07,2014-11-07,2014-11-07,1545
761224,1306813,Digital interactive media in entertainment and arts,,Proceedings of the 2nd international conference,Perth,,Australia,2007-09-19,2007-09-21,2007-09-19,1545
761259,2030100,Ubiquitous crowdsouring,,Proceedings of the 2nd international workshop,Beijing,,China,2011-09-18,2011-09-18,2011-09-18,1545
761372,243327,SIGSOFT '96 workshops,,Joint proceedings of the second international software architecture workshop (ISAW-2) and international workshop on multiple perspectives in software development (Viewpoints '96),San Francisco,California,USA,1996-10-16,1996-10-18,1996-10-14,1545
761461,143062,Software engineering,,Proceedings of the 14th international conference,Melbourne,,Australia,1992-05-11,1992-05-15,1992-06-01,1545
761489,2482985,"Cellular networks: operations, challenges, and future design",,Proceeding of the 2013 workshop,Taipei,,Taiwan,2013-06-25,2013-06-25,2013-06-25,1545
762160,800099,Software engineering,,Proceedings of the 3rd international conference,Atlanta,Georgia,USA,1978-05-10,1978-05-12,1978-05-10,4124
762222,2460239,Foundations of genetic algorithms XII,,Proceedings of the twelfth workshop,Adelaide,,Australia,2013-01-16,2013-01-20,2013-01-16,1545
762237,1387329,"Security, privacy and trust in pervasive and ubiquitous computing",,Proceedings of the 4th international workshop,Sorrento,,Italy,2008-07-07,2008-07-07,2008-07-07,1545
762427,288548,Computer-aided design,,Proceedings of the 1998 IEEE/ACM international conference,San Jose,California,USA,1998-11-08,1998-11-12,1998-11-01,1545
762508,2517978,Collaborative Annotations in Shared Environment,"metadata, vocabularies and techniques in the Digital Humanities",Proceedings of the 1st International Workshop,Florence,,Italy,2013-09-10,2013-09-10,2013-09-10,1545
762571,2528908,InfoSecCD '13,Information Security Curriculum Development Conference,Proceedings of the 2013,Kennesaw GA,,USA,2013-10-12,2013-10-12,2013-10-12,1545
762653,1458527,Information credibility on the web,,Proceedings of the 2nd ACM workshop,Napa Valley,California,USA,2008-10-30,2008-10-30,2008-10-30,1545
762827,2387880,Operating Systems Design and Implementation,,Proceedings of the 10th USENIX conference,Hollywood,CA,USA,2012-10-08,2012-10-10,2012-10-08,34855
762884,2442754,,,Proceedings of the 6th India Software Engineering Conference,New Delhi,,India,2013-02-21,2013-02-23,2013-02-21,1545
762906,2024436,Assurances for self-adaptive systems,,Proceedings of the 8th workshop,Szeged,,Hungary,2011-09-04,2011-09-04,2011-09-04,1545
762995,504450,ACM SIGOPS European workshop,Systems support for worldwide applications,Proceedings of the 7th workshop,Connemara,,Ireland,1996-09-09,1996-09-11,1996-09-09,1545
763631,1030453,Winter simulation,exploring new frontiers,Proceedings of the 34th conference,San Diego,California,,2002-12-08,2002-12-11,2002-12-08,5619
763947,2037826,,,ACM SIGGRAPH 2011 Talks,Vancouver,British Columbia,Canada,2011-08-07,2011-08-11,2011-08-07,1545
763994,325694,Principles of programming languages,,Proceedings of the 27th ACM SIGPLAN-SIGACT symposium,Boston,MA,USA,2000-01-19,2000-01-21,2000-01-05,1545
764047,800006,Extensible languages,,Proceedings of the international symposium,,Grenoble,France,1971-09-06,1971-09-08,1971-09-01,1545
764136,1508293,Virtual execution environments,,Proceedings of the 2009 ACM SIGPLAN/SIGOPS international conference,Washington,DC,USA,2009-03-11,2009-03-13,2009-03-11,1545
764161,2304676,Components and Architecture,,Proceedings of the 17th international doctoral symposium,Bertinoro,,Italy,2012-06-25,2012-06-28,2012-06-25,1545
764228,1878083,Surreal media and virtual cloning,,Proceedings of the 2010 ACM workshop,Firenze,,Italy,2010-10-29,2010-10-29,2010-10-29,1545
764248,1146374,Testing aspect-oriented programs,,Proceedings of the 2nd workshop,Portland,Maine,,2006-07-20,2006-07-20,2006-07-20,1545
764315,1809111,Software Engineering for Sensor Network Applications,,Proceedings of the 2010 ICSE Workshop,Cape Town,,South Africa,2010-05-03,2010-05-03,2010-05-03,1545
764356,2527317,Embedded Systems Security,,Proceedings of the Workshop,Montreal,Quebec,Canada,2013-09-29,2013-10-04,2013-09-29,1545
764412,570705,Mobile commerce,,Proceedings of the 2nd international workshop,Atlanta,Georgia,USA,2002-09-28,2002-09-28,2002-09-28,1545
764445,1190195,Game theory for communications and networks,,Proceeding from the 2006 workshop,Pisa,,Italy,2006-10-14,2006-10-14,2006-10-14,1545
764683,1125021,Human Factors in Computing Systems,,Posters and Short Talks of the 1992 SIGCHI Conference,Monterey,California,,1992-05-03,1992-05-07,1992-05-03,1545
764756,2386366,Point-Based Graphics,,Proceedings of the Second Eurographics / IEEE VGTC conference,New York,,USA,2005-06-21,2005-06-22,2005-06-21,13696
764804,62453,ACTES,,Proceedings of the 1988 ACM SIGSMALL/PC symposium,Cannes,,France,1988-05-04,1988-05-06,1988-01-03,1545
764961,800269,APL,,Proceedings of the sixth international conference,,,,,,1974-01-01,1545
765005,964001,Principles of programming languages,,Proceedings of the 31st ACM SIGPLAN-SIGACT symposium,Venice,,Italy,2004-01-14,2004-01-16,2004-01-14,1545
765086,326490,Ada,,Proceedings of the sixth Washington Ada symposium,McLean,Virginia,USA,,,1989-07-01,1545
765102,1275672,Linking aspect technology and evolution,,Proceedings of the 3rd workshop,Vancouver,British Columbia,Canada,2007-03-12,2007-03-16,2007-03-12,1545
765159,263699,Principles of programming languages,,Proceedings of the 24th ACM SIGPLAN-SIGACT symposium,Paris,,France,1997-01-15,1997-01-17,1997-01-01,1545
765315,126551,TRI-Ada '91,today's accomplishments; tomorrow's expectations,Proceedings of the conference,San Jose,California,USA,1991-10-21,1991-10-25,1991-12-01,1545
765373,1639622,Parallel and Distributed Systems,"Testing, Analysis, and Debugging",Proceedings of the 7th Workshop,Chicago,Illinois,,2009-07-19,2009-07-20,2009-07-19,1545
765426,224486,System synthesis,,Proceedings of the 8th international symposium,Cannes,,France,1995-09-13,1995-09-15,1995-09-13,1545
765738,2425333,"Computer Vision, Graphics and Image Processing",,Proceedings of the Eighth Indian Conference,Mumbai,,India,2012-12-16,2012-12-19,2012-12-16,1545
765775,2420942,Nonfunctional System Properties in Domain Specific Modeling Languages,,Proceedings of the Fourth International Workshop,Innsbruck,,Austria,2012-10-01,2012-10-05,2012-10-01,1545
765823,2598908,Information hiding and its criteria for evaluation,,Proceedings of the 1st international workshop,Kyoto,,Japan,2014-06-03,2014-06-03,2014-06-03,1545
766011,503720,,,Proceedings of the 30th annual Southeast regional conference,Raleigh,North Carolina,,1992-04-08,1992-04-10,1992-04-08,1545
766236,1809777,Video,,Proceedings of the 8th international interactive conference,Tampere,,Finland,2010-06-09,2010-06-11,2010-06-09,1545
766301,2663779,Green and Sustainable Software,,Proceedings of the First International Workshop,Zurich,,Switzerland,2012-06-03,2012-06-03,2012-06-03,4124
766586,1370175,Software engineering,,Companion of the 30th international conference,Leipzig,,Germany,2008-05-10,2008-05-18,2008-05-10,1545
768339,1900354,,,ACM SIGGRAPH ASIA 2010 Posters,Seoul,,Republic of Korea,2010-12-15,2010-12-18,2010-12-15,1545
768635,2628071,Parallel architectures and compilation,,Proceedings of the 23rd international conference,Edmonton,AB,Canada,2014-08-24,2014-08-27,2014-08-24,1545
768672,1454268,Exception handling,,Proceedings of the 4th international workshop,Atlanta,Georgia,,2008-11-14,2008-11-14,2008-11-14,1545
768700,764792,XML security,,Proceedings of the 2002 ACM workshop,Fairfax,VA,,2002-11-22,2002-11-22,2002-11-22,1545
768760,2621934,GRAph Data management Experiences and Systems,,Proceedings of Workshop,Snowbird,UT,USA,2014-06-22,2014-06-27,2014-06-22,1545
768786,2382416,Building analysis datasets and gathering experience returns for security,,Proceedings of the 2012 ACM Workshop,Raleigh,North Carolina,USA,2012-10-15,2012-10-15,2012-10-15,1545
768849,2331812,Computer Human Interaction,,Proceedings of the Symposium,Palmerston North,,New Zealand,2001-07-06,2001-07-06,2001-07-06,1545
768897,1080829,Mobile computing and networking,,Proceedings of the 11th annual international conference,Cologne,,Germany,2005-08-28,2005-09-02,2005-08-28,1545
768979,800088,Small systems,,Proceedings of the 3rd ACM SIGSMALL symposium and the first SIGPC symposium,Palo Alto,California,USA,1980-09-18,1980-09-19,1980-09-18,1545
769003,1387229,Software engineering for pervasive services,,Proceedings of the 3rd ACM workshop,Sorrento,,Italy,2008-07-06,2008-07-06,2008-07-06,1545
769302,2043932,Recommender systems,,Proceedings of the fifth ACM conference,Chicago,Illinois,USA,2011-10-23,2011-10-27,2011-10-23,1545
769368,1569135,Multicore Software Engineering,,Proceedings of the 2009 ICSE Workshop,,,,2009-05-18,2009-05-18,2009-05-18,3039
769486,347642,Designing interactive systems,"processes, practices, methods, and techniques",Proceedings of the 3rd conference,New York City,New York,USA,2000-08-17,2000-08-19,2000-08-01,1545
769525,2535557,High Performance Computational Finance,,Proceedings of the 6th Workshop,Denver,Colorado,,2013-11-18,2013-11-18,2013-11-18,1545
769582,859618,Computer architecture,,Proceedings of the 30th annual international symposium,San Diego,California,,2003-06-09,2003-06-11,2003-06-09,1545
769705,2386995,Mobility management and wireless access,,Proceedings of the 10th ACM international symposium,Paphos,,Cyprus,2012-10-24,2012-10-25,2012-10-24,1545
769754,300979,Computer architecture,,Proceedings of the 26th annual international symposium,Atlanta,Georgia,USA,1999-05-01,1999-05-04,1999-05-02,3039
769775,2342541,Measurements up the stack,,Proceedings of the 2012 ACM SIGCOMM workshop,Helsinki,,Finland,2012-08-17,2012-08-17,2012-08-17,1545
769885,288335,User services,,Proceedings of the 26th annual ACM SIGUCCS conference,Bloomington,Indiana,USA,1998-10-25,1998-10-28,1998-10-25,1545
770069,1971630,Advances in Computer Entertainment Technology,,Proceedings of the 7th International Conference,Taipei,,Taiwan,2010-11-17,2010-11-19,2010-11-17,1545
770249,1048933,Supercomputing,,Proceedings of the 2004 ACM/IEEE conference,,,,2004-11-06,2004-11-12,2004-11-06,3039
770291,2688471, Touch,,Proceedings of the 2nd Workshop,Portland,Oregon,USA,2014-10-20,2014-10-20,2014-10-20,1545
770317,2636582,Airborne networks and communications,,Proceedings of the third ACM workshop,Philadelphia,Pennsylvania,USA,2014-08-11,2014-08-11,2014-08-11,1545
770418,62212,Theory of computing,,Proceedings of the twentieth annual ACM symposium,Chicago,Illinois,USA,1988-05-02,1988-05-04,1988-01-01,1545
770468,1029179,Privacy in the electronic society,,Proceedings of the 2004 ACM workshop,Washington DC,,USA,2004-10-28,2004-10-28,2004-10-28,1545
770556,2524629,Pattern Languages of Programs,,Proceedings of the 2nd Asian Conference,Tokyo,,Japan,2011-10-05,2011-10-08,2011-10-05,1545
770727,237466,Integrating technology into computer science education,,Proceedings of the 1st conference,Barcelona,,Spain,1996-06-02,1996-06-06,1996-06-02,1545
770766,1162678,Mining network data,,Proceedings of the 2006 SIGCOMM workshop,Pisa,,Italy,2006-09-11,2006-09-15,2006-09-11,1545
770790,1967112,Practical Cognitive Agents and Robots,,Proceedings of the 3rd International Symposium,Toronto,Ontario,Canada,2010-05-10,2010-05-10,2010-05-10,1545
771042,354384,Multimedia,,Proceedings of the eighth ACM international conference,Marina del Rey,California,USA,,,2000-10-30,1545
771095,2663712,Exploiting Semantic Annotations in Information Retrieval,,Proceedings of the 7th International Workshop,Shanghai,,China,2014-11-07,2014-11-07,2014-11-07,1545
771154,1124728,Non-photorealistic animation and rendering,,Proceedings of the 4th international symposium,Annecy,,France,2006-06-05,2006-06-07,2006-06-05,1545
771206,1089737,Wireless multimedia networking and performance modeling,,Proceedings of the 1st ACM workshop,Montreal,Quebec,Canada,2005-10-13,2005-10-13,2005-10-13,1545
771260,800225,Language issues in programming environments,,Proceedings of the ACM SIGPLAN 85 symposium,Seattle,Washington,USA,1985-06-25,1985-06-28,1985-06-25,1545
771289,2405146,,,Proceedings of the Industrial Track of the 13th ACM/IFIP/USENIX International Middleware Conference,Montreal,Quebec,Canada,2012-12-06,2012-12-07,2012-12-06,1545
771485,502585,Information and knowledge management,,Proceedings of the tenth international conference,Atlanta,Georgia,USA,2001-10-05,2001-10-10,2001-10-05,1545
771529,1595768,Context-aware software technology and applications,,Proceedings of the first international workshop,Amsterdam,,The Netherlands,2009-08-24,2009-08-24,2009-08-24,1545
772816,1569901,Genetic and evolutionary computation,,Proceedings of the 11th Annual conference,Montreal,bec,Canada,2009-07-08,2009-07-12,2009-07-08,1545
772855,1833398,Workflow Approaches to New Data-centric Science,,Proceedings of the 1st International Workshop,Indianapolis,Indiana,,2010-06-06,2010-06-06,2010-06-06,1545
